fileName,modelIsValidBPMN,modelTNT,modelTNCS,modelTNA,modelTNDO,modelTNG,modelTNEE,modelTNIE,modelTNSE,modelTNE,modelTNSF,modelNP,modelNL,modelCLA,modelCLP,modelPDOPin,modelPDOPout,modelPDOTOut,modelPLT,tapeGU,tapeALU,tapeRLU,tapeLUB,tapeAvgLUB,tapeDI,tapeDD,tapeAvgDI,tapeAvgDD,tapeMI,tapeMD,tapeAvgMI,tapeAvgMD,tapeExecutionTimeMs
03528.bpmn,false,0,0,20,0,0,0,0,0,0,25,0,0,0.8,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,14.170363000012003
03529.bpmn,false,7,0,0,0,1,0,0,0,1,9,1,0,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,7.530497000087053
03530.bpmn,false,6,0,0,2,1,3,0,0,1,14,1,5,0,0,0,1,0.3333333333333333,0,0,0,,,0,,,0,0,,,0,0,16.488623999990523
03531.bpmn,false,6,0,0,2,1,3,0,0,1,14,1,5,0,0,0,1,0.3333333333333333,0,0,0,,,0,,,0,0,,,0,0,16.789547999971546
03532.bpmn,false,10,0,0,0,6,0,0,0,1,18,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,11.196799000026658
03533.bpmn,false,10,0,0,0,6,0,0,0,1,18,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,11.518481999984942
03534.bpmn,false,0,0,8,0,1,1,0,0,1,11,2,2,0.7272727272727273,0.5,0,0,0,0.25,45,22.5,"0.37777777777777777,0.6222222222222222","-0.12222222222222223,0.12222222222222223",0,"0,0","0,0",0,0,"1,0","0,1",0.5,0.5,8.4226820000913
03535.bpmn,false,4,0,0,1,1,1,0,0,1,10,1,0,0,0,0,1,0.25,0,0,0,,,0,,,0,0,,,0,0,7.32190899993293
03536.bpmn,false,5,0,0,0,1,1,0,0,1,7,1,2,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,5.639760999940336
03537.bpmn,false,46,0,4,0,0,0,0,0,3,30,3,0,0.13333333333333333,0.3333333333333333,0,0,0,0,298,99.33333333333333,"0.4429530201342282,0.33557046979865773,0.2214765100671141","0.1096196868008949,0.0022371364653244186,-0.11185682326621921",3.700743415417188e-17,"0,0,0","0,0,0",0,0,"1,0,0","1,0,0",0.3333333333333333,0.3333333333333333,33.37625500001013
03538.bpmn,false,17,0,0,3,9,4,0,0,3,37,3,2,0,0.3333333333333333,0.6666666666666666,0,0,0,267,89,"0.6928838951310862,0.23220973782771537,0.0749063670411985","0.35955056179775285,-0.10112359550561795,-0.2584269662921348",3.700743415417188e-17,"0,0,0","0,0,0",0,0,"0,1,0","0,0,1",0.3333333333333333,0.3333333333333333,34.523471000022255
03539.bpmn,false,19,0,0,13,2,0,0,0,9,22,3,0,0,2.3333333333333335,0.8461538461538461,0.15384615384615385,0.10526315789473684,0,198,66,"0.41919191919191917,0.35858585858585856,0.2222222222222222","0.08585858585858586,0.02525252525252525,-0.1111111111111111",0,"0,0,0","0,0,0",0,0,"2,1,1","2,1,1",1.3333333333333333,1.3333333333333333,29.13750099996105
03540.bpmn,false,6,0,0,0,2,0,0,0,1,11,1,0,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,10.191399000003003
03541.bpmn,false,17,0,0,3,9,4,0,0,3,37,3,2,0,0.3333333333333333,0.6666666666666666,0,0,0,267,89,"0.6928838951310862,0.23220973782771537,0.0749063670411985","0.35955056179775285,-0.10112359550561795,-0.2584269662921348",3.700743415417188e-17,"0,0,0","0,0,0",0,0,"0,1,0","0,0,1",0.3333333333333333,0.3333333333333333,26.795145999989472
03542.bpmn,false,17,0,0,3,9,4,0,0,3,37,3,2,0,0.3333333333333333,0.6666666666666666,0,0,0,267,89,"0.6928838951310862,0.23220973782771537,0.0749063670411985","0.35955056179775285,-0.10112359550561795,-0.2584269662921348",3.700743415417188e-17,"0,0,0","0,0,0",0,0,"0,1,0","0,0,1",0.3333333333333333,0.3333333333333333,34.181038000038825
03543.bpmn,false,16,0,0,0,0,4,0,0,4,20,4,0,0,1,0,0,0,0,188,47,"0.25,0.25,0.25,0.25","0,0,0,0",0,"0,0,0,0","0,0,0,0",0,0,"1,1,0,0","1,1,0,0",0.5,0.5,17.729830999975093
03544.bpmn,false,11,0,6,36,0,1,1,1,1,22,0,0,0.2727272727272727,0,0.6944444444444444,0.2777777777777778,0.9090909090909091,0,0,0,,,0,,,0,0,,,0,0,40.21444200002588
03545.bpmn,false,11,0,6,36,0,0,1,1,1,19,0,0,0.3157894736842105,0,0.6944444444444444,0.2777777777777778,0.9090909090909091,0,0,0,,,0,,,0,0,,,0,0,33.1316639999859
03546.bpmn,true,9,0,0,0,1,1,1,1,1,12,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,20.910531000001356
03547.bpmn,false,9,0,0,1,2,2,3,3,2,18,2,3,0,3,0,1,0.1111111111111111,0,123,61.5,"0.5609756097560976,0.43902439024390244","0.060975609756097615,-0.06097560975609756",2.7755575615628914e-17,"0,0","0,0",0,0,"1,1","1,1",1,1,17.02267699991353
03548.bpmn,false,17,0,0,3,9,4,0,0,3,37,3,2,0,0.3333333333333333,0.6666666666666666,0,0,0,267,89,"0.6928838951310862,0.23220973782771537,0.0749063670411985","0.35955056179775285,-0.10112359550561795,-0.2584269662921348",3.700743415417188e-17,"0,0,0","0,0,0",0,0,"0,1,0","0,0,1",0.3333333333333333,0.3333333333333333,26.567840000032447
03549.bpmn,false,0,0,0,0,0,0,11,11,1,11,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,41.26598400005605
03550.bpmn,false,8,0,0,0,3,1,7,7,1,18,2,0,0,2,0,0,0,0,141,70.5,"0.6808510638297872,0.3191489361702128","0.18085106382978722,-0.18085106382978722",0,"0,0","0,0",0,0,"1,1","1,1",1,1,18.51386399997864
03551.bpmn,false,9,0,10,0,0,0,0,0,1,21,0,0,0.47619047619047616,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,13.182827000040561
03552.bpmn,false,17,0,0,3,9,4,0,0,3,37,3,2,0,0.3333333333333333,0.6666666666666666,0,0,0,267,89,"0.6928838951310862,0.23220973782771537,0.0749063670411985","0.35955056179775285,-0.10112359550561795,-0.2584269662921348",3.700743415417188e-17,"0,0,0","0,0,0",0,0,"0,1,0","0,0,1",0.3333333333333333,0.3333333333333333,33.46884400001727
03553.bpmn,false,5,1,2,0,0,1,0,0,1,7,1,0,0.2857142857142857,1,0,0,0,0,59,59,1,0,0,0,0,0,0,1,1,1,1,6.653859999962151
03554.bpmn,false,8,0,0,0,1,1,0,0,2,9,2,0,0,1.5,0,0,0,0,77,38.5,"0.5844155844155844,0.4155844155844156","0.08441558441558439,-0.08441558441558439",0,"0,0","0,0",0,0,"1,1","1,1",1,1,9.03597000008449
03555.bpmn,false,7,1,1,0,3,1,0,0,1,14,1,2,0.07142857142857142,0,0,0,0,2,0,0,,,0,,,0,0,,,0,0,10.075236000004224
03556.bpmn,false,8,0,0,0,1,1,0,0,2,9,2,0,0,1.5,0,0,0,0,77,38.5,"0.5844155844155844,0.4155844155844156","0.08441558441558439,-0.08441558441558439",0,"0,0","0,0",0,0,"1,1","1,1",1,1,17.11206499999389
03557.bpmn,false,1,0,7,0,1,1,0,0,2,13,2,0,0.5384615384615384,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,9.52309100003913
03558.bpmn,false,13,0,0,0,0,1,0,0,6,18,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,13.858194999978878
03559.bpmn,false,11,0,0,1,2,2,3,3,2,18,2,3,0,3.5,0,1,0.09090909090909091,0,129,64.5,"0.5813953488372093,0.4186046511627907","0.08139534883720934,-0.08139534883720928",2.7755575615628914e-17,"0,0","0,0",0,0,"2,1","2,1",1.5,1.5,18.449220999958925
03560.bpmn,false,14,0,0,3,4,0,0,0,2,19,0,0,0,0,0,1,0.21428571428571427,0,0,0,,,0,,,0,0,,,0,0,27.1445019999519
03561.bpmn,false,8,0,2,0,0,1,0,0,1,9,0,0,0.2222222222222222,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,7.450429999968037
03562.bpmn,false,8,0,2,0,0,1,0,0,1,9,0,0,0.2222222222222222,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,7.342345999903046
03563.bpmn,false,9,0,0,1,2,2,3,3,2,18,2,3,0,3,0,1,0.1111111111111111,0,123,61.5,"0.5609756097560976,0.43902439024390244","0.060975609756097615,-0.06097560975609756",2.7755575615628914e-17,"0,0","0,0",0,0,"1,1","1,1",1,1,16.21853299997747
03564.bpmn,false,9,0,0,1,2,2,3,3,2,18,2,3,0,3,0,1,0.1111111111111111,0,123,61.5,"0.5609756097560976,0.43902439024390244","0.060975609756097615,-0.06097560975609756",2.7755575615628914e-17,"0,0","0,0",0,0,"1,1","1,1",1,1,25.66809299995657
03565.bpmn,false,12,0,0,0,1,4,0,0,3,15,3,0,0,1,0,0,0,0,149,49.666666666666664,"0.348993288590604,0.31543624161073824,0.33557046979865773","0.015659955257270708,-0.01789709172259507,0.0022371364653244186",1.850371707708594e-17,"0,0,0","0,0,0",0,0,"2,0,1","0,2,1",1,1,15.542505000019446
03566.bpmn,false,4,0,0,2,0,2,0,0,2,6,2,0,0,0.5,0,1,0.5,0,64,32,"0.5,0.5","0,0",0,"0,0","0,0",0,0,"1,0","0,1",0.5,0.5,7.403851999901235
03567.bpmn,false,20,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,13.720529000042006
03568.bpmn,false,11,1,1,0,3,0,0,0,2,14,0,0,0.07142857142857142,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,25.69967300002463
03569.bpmn,false,11,1,1,0,3,0,0,0,2,14,0,0,0.07142857142857142,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,19.478770000045188
03570.bpmn,false,6,0,0,0,2,0,0,0,1,11,1,0,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,9.680384000064805
03571.bpmn,false,7,0,0,1,0,1,1,1,2,8,2,3,0,2,0,1,0.14285714285714285,0,71,35.5,"0.647887323943662,0.352112676056338","0.147887323943662,-0.147887323943662",0,"0,0","0,0",0,0,"1,1","1,1",1,1,12.575560999917798
03572.bpmn,false,5,0,0,0,1,2,0,0,2,9,2,0,0,0.5,0,0,0,0,77,38.5,"0.6233766233766234,0.37662337662337664","0.12337662337662336,-0.12337662337662336",0,"0,0","0,0",0,0,"1,0","0,1",0.5,0.5,16.773598999949172
03573.bpmn,false,6,0,0,0,1,2,0,0,2,10,2,0,0,1,0,0,0,0,86,43,"0.6627906976744186,0.3372093023255814","0.16279069767441856,-0.16279069767441862",-2.7755575615628914e-17,"0,0","0,0",0,0,"1,1","1,1",1,1,23.573443999979645
03574.bpmn,false,0,0,6,7,2,1,0,0,1,27,2,0,0.2222222222222222,0,0,1,0,0,0,0,,,0,,,0,0,,,0,0,19.40801399992779
03575.bpmn,false,5,0,1,5,0,1,2,2,1,20,2,0,0.05,0,0.4,0.6,0.6,0,0,0,,,0,,,0,0,,,0,0,19.816983999917284
03576.bpmn,false,9,0,0,1,1,4,0,0,3,14,3,0,0,1.3333333333333333,0,1,0.1111111111111111,0,131,43.666666666666664,"0.3969465648854962,0.35877862595419846,0.24427480916030533","0.06361323155216286,0.025445292620865145,-0.08905852417302798",9.25185853854297e-18,"0,0,0","0,0,0",0,0,"2,1,0","1,1,1",1,1,21.043695000000298
03577.bpmn,false,8,0,0,0,0,2,0,0,2,10,2,0,0,2,0,0,0,0,94,47,"0.5,0.5","0,0",0,"0,0","0,0",0,0,"1,1","1,1",1,1,12.787799999932759
03578.bpmn,false,8,0,0,2,0,0,0,0,6,15,0,0,0,0,0,1,0.25,0,0,0,,,0,,,0,0,,,0,0,13.493224999983795
03579.bpmn,false,9,0,0,1,2,2,3,3,2,18,2,3,0,3,0,1,0.1111111111111111,0,123,61.5,"0.5609756097560976,0.43902439024390244","0.060975609756097615,-0.06097560975609756",2.7755575615628914e-17,"0,0","0,0",0,0,"1,1","1,1",1,1,19.93333100003656
03580.bpmn,true,5,0,1,0,2,1,0,0,1,10,0,0,0.1,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,7.798041000030935
03581.bpmn,false,14,0,2,0,1,1,0,0,1,15,0,0,0.13333333333333333,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,14.131693999981508
03582.bpmn,false,4,0,0,0,1,2,0,0,1,8,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,6.932462000055239
03583.bpmn,false,8,0,0,1,2,1,0,0,1,10,2,3,0,0.5,0,1,0.125,0,69,34.5,"0.9420289855072463,0.057971014492753624","0.44202898550724634,-0.4420289855072464",-2.7755575615628914e-17,"0,0","0,0",0,0,"1,0","0,1",0.5,0.5,12.63800000003539
03584.bpmn,false,6,0,1,0,1,3,0,0,1,11,1,3,0.09090909090909091,0,0,0,0,3,0,0,,,0,,,0,0,,,0,0,10.743132999981754
03585.bpmn,false,9,0,0,1,2,2,3,3,2,18,2,3,0,3,0,1,0.1111111111111111,0,123,61.5,"0.5609756097560976,0.43902439024390244","0.060975609756097615,-0.06097560975609756",2.7755575615628914e-17,"0,0","0,0",0,0,"1,1","1,1",1,1,30.959533000015654
03586.bpmn,false,9,0,0,1,2,2,3,3,2,18,2,3,0,3,0,1,0.1111111111111111,0,123,61.5,"0.5609756097560976,0.43902439024390244","0.060975609756097615,-0.06097560975609756",2.7755575615628914e-17,"0,0","0,0",0,0,"1,1","1,1",1,1,16.293891999986954
03587.bpmn,false,8,0,0,0,0,0,0,0,1,8,1,5,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,17.054433000041172
03588.bpmn,false,3,0,0,14,0,0,0,0,1,0,1,0,0,0,0.6428571428571429,0.35714285714285715,1.6666666666666667,0,0,0,,,0,,,0,0,,,0,0,18.202106999931857
03589.bpmn,false,7,0,0,0,0,0,0,0,1,3,1,3,0,4,0,0,0,0,55,55,1,0,0,0,0,0,0,1,1,1,1,6.972594999941066
03590.bpmn,false,8,0,0,0,0,2,0,0,2,10,2,0,0,2,0,0,0,0,94,47,"0.5,0.5","0,0",0,"0,0","0,0",0,0,"1,1","1,1",1,1,17.149518999969587
03591.bpmn,false,7,0,0,0,1,2,0,0,2,9,0,2,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,15.168735999963246
03592.bpmn,false,8,0,0,3,0,2,0,0,2,11,2,3,0,0,0,1,0.375,0,0,0,,,0,,,0,0,,,0,0,12.464043000014499
03593.bpmn,false,5,0,0,12,0,0,0,0,0,0,2,0,0,0,0.5,0.5,1.2,0,0,0,,,0,,,0,0,,,0,0,6.4710500000510365
03594.bpmn,false,8,0,0,4,0,2,0,0,2,11,2,3,0,0,0,1,0.5,0,0,0,,,0,,,0,0,,,0,0,11.664592000073753
03595.bpmn,false,9,0,0,1,2,2,3,3,2,18,2,3,0,3,0,1,0.1111111111111111,0,123,61.5,"0.5609756097560976,0.43902439024390244","0.060975609756097615,-0.06097560975609756",2.7755575615628914e-17,"0,0","0,0",0,0,"1,1","1,1",1,1,24.778126999968663
03596.bpmn,false,5,4,4,2,2,1,0,0,1,15,1,2,0.26666666666666666,0,0,1,0.4,0.5,0,0,,,0,,,0,0,,,0,0,13.69344100006856
03597.bpmn,false,9,0,0,1,2,2,3,3,2,18,2,3,0,3,0,1,0.1111111111111111,0,123,61.5,"0.5609756097560976,0.43902439024390244","0.060975609756097615,-0.06097560975609756",2.7755575615628914e-17,"0,0","0,0",0,0,"1,1","1,1",1,1,18.43457100004889
03598.bpmn,false,4,0,0,0,1,2,0,0,1,7,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,7.205585999996401
03599.bpmn,false,4,0,0,0,1,2,0,0,1,7,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,5.921405000030063
03600.bpmn,false,17,0,0,3,9,4,0,0,3,37,3,2,0,0.3333333333333333,0.6666666666666666,0,0,0,267,89,"0.6928838951310862,0.23220973782771537,0.0749063670411985","0.35955056179775285,-0.10112359550561795,-0.2584269662921348",3.700743415417188e-17,"0,0,0","0,0,0",0,0,"0,1,0","0,0,1",0.3333333333333333,0.3333333333333333,29.788194000022486
03601.bpmn,true,12,0,0,0,3,4,3,3,1,22,1,2,0,1,0,0,0,0,156,156,1,0,0,0,0,0,0,1,1,1,1,28.141144000110216
03602.bpmn,true,12,0,0,0,3,4,3,3,1,22,1,2,0,1,0,0,0,0,156,156,1,0,0,0,0,0,0,1,1,1,1,20.56239400000777
03603.bpmn,false,11,0,0,0,5,1,0,0,1,23,4,0,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,17.137095000012778
03604.bpmn,false,11,0,0,0,5,1,0,0,1,23,4,0,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,24.865021000034176
03605.bpmn,false,0,0,0,0,0,0,7,7,0,9,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,6.150753000052646
03606.bpmn,false,2,0,0,7,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,,,0,,,0,0,,,0,0,10.068054000032134
03607.bpmn,false,17,0,0,3,9,4,0,0,3,37,3,2,0,0.3333333333333333,0.6666666666666666,0,0,0,267,89,"0.6928838951310862,0.23220973782771537,0.0749063670411985","0.35955056179775285,-0.10112359550561795,-0.2584269662921348",3.700743415417188e-17,"0,0,0","0,0,0",0,0,"0,1,0","0,0,1",0.3333333333333333,0.3333333333333333,26.59842299995944
03608.bpmn,false,8,0,0,0,0,2,0,0,2,10,2,0,0,2,0,0,0,0,94,47,"0.5,0.5","0,0",0,"0,0","0,0",0,0,"1,1","1,1",1,1,9.85316000005696
03609.bpmn,false,17,0,0,3,9,4,0,0,3,37,3,2,0,0.3333333333333333,0.6666666666666666,0,0,0,267,89,"0.6928838951310862,0.23220973782771537,0.0749063670411985","0.35955056179775285,-0.10112359550561795,-0.2584269662921348",3.700743415417188e-17,"0,0,0","0,0,0",0,0,"0,1,0","0,0,1",0.3333333333333333,0.3333333333333333,29.44980800000485
03610.bpmn,false,4,0,0,0,1,2,1,1,1,8,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,7.177450999966823
03611.bpmn,false,1,0,6,8,2,1,0,0,1,29,2,0,0.20689655172413793,0,0,1,8,0,0,0,,,0,,,0,0,,,0,0,24.83361099998001
03612.bpmn,false,5,0,1,5,0,1,2,2,1,20,2,0,0.05,0,0.4,0.6,0.6,0,0,0,,,0,,,0,0,,,0,0,15.587483000010252
03613.bpmn,false,0,0,6,7,2,1,0,0,1,27,2,0,0.2222222222222222,0,0,1,0,0,0,0,,,0,,,0,0,,,0,0,17.557753999950364
03614.bpmn,false,9,0,0,0,0,0,0,0,1,7,0,3,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,15.105221000034362
03615.bpmn,false,21,6,6,27,3,8,3,3,8,43,7,0,0.13953488372093023,1.1428571428571428,0.4074074074074074,0.5925925925925926,0.7619047619047619,0,0,0,,,0,,,0,0,,,0,0,55.56624800001737
03616.bpmn,false,21,6,6,27,3,8,3,3,8,43,7,0,0.13953488372093023,1.1428571428571428,0.4074074074074074,0.5925925925925926,0.7619047619047619,0,0,0,,,0,,,0,0,,,0,0,44.58528200001456
03617.bpmn,true,4,0,0,0,2,1,0,0,1,9,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,6.622790000052191
03618.bpmn,true,10,0,0,1,1,1,0,0,1,13,0,0,0,0,0,1,0.1,0,0,0,,,0,,,0,0,,,0,0,10.099775000009686
03619.bpmn,false,11,0,0,0,2,1,0,0,1,14,2,0,0,1,0,0,0,0,102,51,"0.49019607843137253,0.5098039215686274","-0.009803921568627472,0.009803921568627416",-2.7755575615628914e-17,"0,0","0,0",0,0,"1,0","0,1",0.5,0.5,11.233533999999054
03620.bpmn,false,6,0,0,0,0,0,0,0,2,5,2,3,0,1,0,0,0,0,43,21.5,"0.5813953488372093,0.4186046511627907","0.08139534883720934,-0.08139534883720928",2.7755575615628914e-17,"0,0","0,0",0,0,"1,1","1,1",1,1,16.176302999956533
03621.bpmn,false,9,0,0,1,2,2,3,3,2,18,2,3,0,3,0,1,0.1111111111111111,0,123,61.5,"0.5609756097560976,0.43902439024390244","0.060975609756097615,-0.06097560975609756",2.7755575615628914e-17,"0,0","0,0",0,0,"1,1","1,1",1,1,28.63928800006397
03622.bpmn,false,17,0,0,3,9,4,0,0,3,37,3,2,0,0.3333333333333333,0.6666666666666666,0,0,0,267,89,"0.6928838951310862,0.23220973782771537,0.0749063670411985","0.35955056179775285,-0.10112359550561795,-0.2584269662921348",3.700743415417188e-17,"0,0,0","0,0,0",0,0,"0,1,0","0,0,1",0.3333333333333333,0.3333333333333333,34.98976999998558
03623.bpmn,false,27,0,0,25,5,9,5,5,9,51,3,0,0,4,0.36,0.64,0.5925925925925926,0,446,148.66666666666666,"0.27802690582959644,0.5762331838565022,0.14573991031390135","-0.05530642750373688,0.24289985052316893,-0.18759342301943197",2.7755575615628914e-17,"0,0,0","0,0,0",0,0,"1,2,1","1,2,1",1.3333333333333333,1.3333333333333333,66.60612400004175
03624.bpmn,false,9,0,0,1,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,,,0,,,0,0,,,0,0,21.438610999961384
03625.bpmn,false,9,0,0,1,2,2,3,3,2,18,2,3,0,3,0,1,0.1111111111111111,0,123,61.5,"0.5609756097560976,0.43902439024390244","0.060975609756097615,-0.06097560975609756",2.7755575615628914e-17,"0,0","0,0",0,0,"1,1","1,1",1,1,18.407006000052206
03626.bpmn,false,17,0,0,3,9,4,0,0,3,37,3,2,0,0.3333333333333333,0.6666666666666666,0,0,0,267,89,"0.6928838951310862,0.23220973782771537,0.0749063670411985","0.35955056179775285,-0.10112359550561795,-0.2584269662921348",3.700743415417188e-17,"0,0,0","0,0,0",0,0,"0,1,0","0,0,1",0.3333333333333333,0.3333333333333333,26.517960000084713
03627.bpmn,false,8,0,0,2,2,1,0,0,1,11,1,3,0,0,1,0,0,0,0,0,,,0,,,0,0,,,0,0,23.001725999987684
03628.bpmn,false,3,0,0,0,2,1,2,2,1,8,1,2,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,8.7836959999986
03629.bpmn,true,3,0,0,0,1,2,1,1,1,8,1,2,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,6.841302999993786
03630.bpmn,false,3,0,0,0,1,1,0,0,1,6,1,2,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,5.194316999986768
03631.bpmn,false,9,0,0,1,2,2,3,3,2,18,2,3,0,3,0,1,0.1111111111111111,0,123,61.5,"0.5609756097560976,0.43902439024390244","0.060975609756097615,-0.06097560975609756",2.7755575615628914e-17,"0,0","0,0",0,0,"1,1","1,1",1,1,16.71990799997002
03632.bpmn,false,17,0,0,3,9,4,0,0,3,37,3,2,0,0.3333333333333333,0.6666666666666666,0,0,0,267,89,"0.6928838951310862,0.23220973782771537,0.0749063670411985","0.35955056179775285,-0.10112359550561795,-0.2584269662921348",3.700743415417188e-17,"0,0,0","0,0,0",0,0,"0,1,0","0,0,1",0.3333333333333333,0.3333333333333333,35.99603699997533
03633.bpmn,false,9,0,0,1,2,2,3,3,2,18,2,3,0,3,0,1,0.1111111111111111,0,123,61.5,"0.5609756097560976,0.43902439024390244","0.060975609756097615,-0.06097560975609756",2.7755575615628914e-17,"0,0","0,0",0,0,"1,1","1,1",1,1,17.89016700000502
03634.bpmn,false,9,0,0,0,2,1,4,4,1,12,1,2,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,10.653604999999516
03635.bpmn,false,9,0,1,5,5,2,0,0,1,19,0,0,0.05263157894736842,0,0.6,0.4,0.2222222222222222,0,0,0,,,0,,,0,0,,,0,0,17.254577000043355
03636.bpmn,false,12,1,1,14,0,0,3,3,4,12,0,0,0.08333333333333333,0,0.14285714285714285,0.8571428571428571,1,0,0,0,,,0,,,0,0,,,0,0,19.11363599996548
03637.bpmn,false,17,0,0,3,9,4,0,0,3,37,3,2,0,0.3333333333333333,0.6666666666666666,0,0,0,267,89,"0.6928838951310862,0.23220973782771537,0.0749063670411985","0.35955056179775285,-0.10112359550561795,-0.2584269662921348",3.700743415417188e-17,"0,0,0","0,0,0",0,0,"0,1,0","0,0,1",0.3333333333333333,0.3333333333333333,34.50774700008333
03638.bpmn,false,5,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,6.44121499999892
03639.bpmn,false,9,0,0,1,3,2,4,4,2,20,2,3,0,3,0,1,0.1111111111111111,0,137,68.5,"0.5547445255474452,0.44525547445255476","0.054744525547445244,-0.054744525547445244",0,"0,0","0,0",0,0,"1,1","1,1",1,1,17.339295999961905
03640.bpmn,false,12,0,0,0,5,1,0,0,1,23,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,17.536389999906532
03641.bpmn,false,2,0,11,0,0,0,0,0,1,11,0,0,1,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,9.004765999969095
03642.bpmn,false,9,0,0,0,0,1,0,0,1,10,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,7.394731999957003
03643.bpmn,false,9,0,0,8,0,1,0,0,1,10,1,3,0,0,0,1,0.8888888888888888,0,0,0,,,0,,,0,0,,,0,0,17.126489999936894
03644.bpmn,false,9,0,0,0,1,3,0,0,2,9,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,9.158965999959037
03645.bpmn,false,17,0,0,3,9,4,0,0,3,37,3,2,0,0.3333333333333333,0.6666666666666666,0,0,0,267,89,"0.6928838951310862,0.23220973782771537,0.0749063670411985","0.35955056179775285,-0.10112359550561795,-0.2584269662921348",3.700743415417188e-17,"0,0,0","0,0,0",0,0,"0,1,0","0,0,1",0.3333333333333333,0.3333333333333333,36.527234000037424
03646.bpmn,false,17,0,0,3,9,4,0,0,3,37,3,2,0,0.3333333333333333,0.6666666666666666,0,0,0,267,89,"0.6928838951310862,0.23220973782771537,0.0749063670411985","0.35955056179775285,-0.10112359550561795,-0.2584269662921348",3.700743415417188e-17,"0,0,0","0,0,0",0,0,"0,1,0","0,0,1",0.3333333333333333,0.3333333333333333,26.732839999953285
03647.bpmn,false,7,3,3,8,2,1,0,0,1,17,1,2,0.17647058823529413,0,0,1,1.1428571428571428,0.6666666666666666,0,0,,,0,,,0,0,,,0,0,18.5657610000344
03648.bpmn,false,6,4,4,2,1,1,0,0,1,14,1,3,0.2857142857142857,0,0,1,0.3333333333333333,0.75,0,0,,,0,,,0,0,,,0,0,13.52909699990414
03649.bpmn,false,18,0,0,0,0,1,0,0,1,10,1,0,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,12.518258999916725
03650.bpmn,false,9,0,0,1,2,2,3,3,2,18,2,3,0,3,0,1,0.1111111111111111,0,123,61.5,"0.5609756097560976,0.43902439024390244","0.060975609756097615,-0.06097560975609756",2.7755575615628914e-17,"0,0","0,0",0,0,"1,1","1,1",1,1,26.8905280000763
03651.bpmn,false,10,0,1,0,0,3,0,0,2,13,3,0,0.07692307692307693,1.3333333333333333,0,0,0,0,117,39,"0.4017094017094017,0.4017094017094017,0.19658119658119658","0.06837606837606841,0.06837606837606841,-0.13675213675213674",2.7755575615628914e-17,"0,0,0","0,0,0",0,0,"1,1,0","1,1,0",0.6666666666666666,0.6666666666666666,16.063162000034936
