fileName,modelIsValidBPMN,modelTNT,modelTNCS,modelTNA,modelTNDO,modelTNG,modelTNEE,modelTNIE,modelTNSE,modelTNE,modelTNSF,modelNP,modelNL,modelCLA,modelCLP,modelPDOPin,modelPDOPout,modelPDOTOut,modelPLT,tapeGU,tapeALU,tapeRLU,tapeLUB,tapeAvgLUB,tapeDI,tapeDD,tapeAvgDI,tapeAvgDD,tapeMI,tapeMD,tapeAvgMI,tapeAvgMD,tapeExecutionTimeMs
00000.bpmn,false,9,0,1,0,2,2,0,0,2,17,1,2,0.058823529411764705,0,0,0,0,2,0,0,,,0,,,0,0,,,0,0,73.39063399999986
00001.bpmn,false,7,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,13.75125799999978
00002.bpmn,false,9,0,0,1,2,2,3,3,2,18,2,3,0,3,0,1,0.1111111111111111,0,123,61.5,"0.5609756097560976,0.43902439024390244","0.060975609756097615,-0.06097560975609756",2.7755575615628914e-17,"0,0","0,0",0,0,"1,1","1,1",1,1,33.16098899999997
00003.bpmn,false,17,0,0,3,9,4,0,0,3,37,3,2,0,0.3333333333333333,0.6666666666666666,0,0,0,267,89,"0.6928838951310862,0.23220973782771537,0.0749063670411985","0.35955056179775285,-0.10112359550561795,-0.2584269662921348",3.700743415417188e-17,"0,0,0","0,0,0",0,0,"0,1,0","0,0,1",0.3333333333333333,0.3333333333333333,51.65284100000008
00004.bpmn,false,7,0,0,0,4,1,6,6,2,19,2,4,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,41.22614500000009
00005.bpmn,false,15,0,0,0,4,3,1,1,3,27,3,5,0,1,0,0,0,0,211,70.33333333333333,"0.6113744075829384,0.25118483412322273,0.13744075829383887","0.27804107424960506,-0.08214849921011058,-0.19589257503949445",9.25185853854297e-18,"0,0,0","0,0,0",0,0,"2,1,0","1,1,1",1,1,38.072114000000056
00006.bpmn,false,6,0,0,3,2,1,2,2,2,13,0,2,0,0,0,1,0.5,0,0,0,,,0,,,0,0,,,0,0,24.475906000000123
00007.bpmn,false,17,0,0,3,9,4,0,0,3,37,3,2,0,0.3333333333333333,0.6666666666666666,0,0,0,267,89,"0.6928838951310862,0.23220973782771537,0.0749063670411985","0.35955056179775285,-0.10112359550561795,-0.2584269662921348",3.700743415417188e-17,"0,0,0","0,0,0",0,0,"0,1,0","0,0,1",0.3333333333333333,0.3333333333333333,47.034258999999565
00008.bpmn,false,7,0,0,0,4,2,4,4,1,17,2,0,0,1,0,0,0,0,121,60.5,"0.6694214876033058,0.3305785123966942","0.16942148760330578,-0.16942148760330578",0,"0,0","0,0",0,0,"1,1","1,1",1,1,18.373675000000276
00009.bpmn,false,5,0,1,2,1,2,0,0,1,7,0,1,0.14285714285714285,0,0.5,0.5,0.2,1,0,0,,,0,,,0,0,,,0,0,17.868095000000267
00010.bpmn,false,9,0,0,1,2,2,3,3,2,18,2,3,0,3,0,1,0.1111111111111111,0,123,61.5,"0.5609756097560976,0.43902439024390244","0.060975609756097615,-0.06097560975609756",2.7755575615628914e-17,"0,0","0,0",0,0,"1,1","1,1",1,1,18.609418000000005
00011.bpmn,false,4,0,0,0,1,2,0,0,1,7,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,8.763761999999588
00012.bpmn,false,4,0,0,0,0,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,5.040992999999617
00013.bpmn,true,11,0,0,0,2,2,3,3,2,20,2,0,0,4,0,0,0,0,0,0,,,0,,,0,0,,,0,0,23.74733500000002
00014.bpmn,true,11,0,0,0,2,3,4,4,2,21,2,0,0,3,0,0,0,0,163,81.5,"0.4049079754601227,0.5950920245398773","-0.0950920245398773,0.0950920245398773",0,"0,0","0,0",0,0,"1,1","1,1",1,1,28.882856999999603
00015.bpmn,false,10,0,0,0,4,6,8,8,5,31,3,1,0,2,0,0,0,0,225,75,"0.4533333333333333,0.1111111111111111,0.43555555555555553","0.12,-0.2222222222222222,0.10222222222222221",0,"0,0,0","0,0,0",0,0,"1,1,1","1,0,2",1,1,40.88388399999985
00016.bpmn,false,4,0,0,0,1,2,0,0,1,7,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,6.435373999999683
00017.bpmn,false,9,0,0,1,2,2,3,3,2,18,2,3,0,3,0,1,0.1111111111111111,0,123,61.5,"0.5609756097560976,0.43902439024390244","0.060975609756097615,-0.06097560975609756",2.7755575615628914e-17,"0,0","0,0",0,0,"1,1","1,1",1,1,20.315620000000308
00018.bpmn,false,15,0,0,0,4,3,1,1,3,27,3,5,0,1,0,0,0,0,211,70.33333333333333,"0.6113744075829384,0.25118483412322273,0.13744075829383887","0.27804107424960506,-0.08214849921011058,-0.19589257503949445",9.25185853854297e-18,"0,0,0","0,0,0",0,0,"2,1,0","1,1,1",1,1,31.864650000000438
00019.bpmn,false,16,0,0,0,5,0,1,1,1,28,0,5,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,35.65141700000004
00020.bpmn,false,23,0,0,0,6,0,3,3,0,39,0,4,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,36.07849900000019
00021.bpmn,false,17,0,0,0,8,1,1,1,1,34,0,3,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,31.81964699999935
00022.bpmn,false,16,0,0,0,6,0,1,1,1,29,0,4,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,32.03524799999923
00023.bpmn,false,9,0,1,0,2,2,0,0,2,17,1,2,0.058823529411764705,0,0,0,0,2,0,0,,,0,,,0,0,,,0,0,12.242565000000468
00024.bpmn,false,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,1.0155329999997775
00025.bpmn,true,6,0,0,1,2,1,0,0,1,11,0,0,0,0,0,1,0.16666666666666666,0,0,0,,,0,,,0,0,,,0,0,8.700960000000123
00026.bpmn,true,4,0,0,0,1,1,0,0,1,7,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,6.087518000000273
00027.bpmn,false,17,0,0,3,9,4,0,0,3,37,3,2,0,0.3333333333333333,0.6666666666666666,0,0,0,267,89,"0.6928838951310862,0.23220973782771537,0.0749063670411985","0.35955056179775285,-0.10112359550561795,-0.2584269662921348",3.700743415417188e-17,"0,0,0","0,0,0",0,0,"0,1,0","0,0,1",0.3333333333333333,0.3333333333333333,31.12073000000055
00028.bpmn,false,9,0,0,1,2,2,3,3,2,18,2,3,0,3,0,1,0.1111111111111111,0,123,61.5,"0.5609756097560976,0.43902439024390244","0.060975609756097615,-0.06097560975609756",2.7755575615628914e-17,"0,0","0,0",0,0,"1,1","1,1",1,1,16.94239699999889
00029.bpmn,true,7,0,0,1,4,1,0,0,1,15,0,0,0,0,0,1,0.14285714285714285,0,0,0,,,0,,,0,0,,,0,0,11.717611000000034
00030.bpmn,false,8,0,0,0,5,1,6,6,1,25,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,21.98751799999991
00031.bpmn,true,5,0,0,1,1,1,0,0,1,8,1,4,0,0,0,1,0.2,0,0,0,,,0,,,0,0,,,0,0,8.596232999998392
00032.bpmn,false,9,0,0,4,1,1,0,0,1,11,1,3,0,0,0,1,0.4444444444444444,0,0,0,,,0,,,0,0,,,0,0,13.221597000001566
00033.bpmn,true,9,0,0,0,1,1,0,0,1,12,1,3,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,10.118280999999115
00034.bpmn,true,12,0,0,0,3,4,3,3,1,22,1,2,0,1,0,0,0,0,156,156,1,0,0,0,0,0,0,1,1,1,1,26.592255999999907
00035.bpmn,false,15,0,0,0,4,3,1,1,3,27,3,5,0,1,0,0,0,0,211,70.33333333333333,"0.6113744075829384,0.25118483412322273,0.13744075829383887","0.27804107424960506,-0.08214849921011058,-0.19589257503949445",9.25185853854297e-18,"0,0,0","0,0,0",0,0,"2,1,0","1,1,1",1,1,21.566263000000617
00036.bpmn,false,0,0,5,0,0,3,28,28,4,37,5,0,0.13513513513513514,1,0,0,0,0,251,50.2,"0.4581673306772908,0,0.16733067729083664,0.01593625498007968,0.35856573705179284","0.2581673306772908,-0.2,-0.03266932270916337,-0.18406374501992034,0.15856573705179283",-1.6653345369377347e-17,"0,0,0,0,0","0,0,0,0,0",0,0,"1,0,0,0,0","0,1,0,0,0",0.2,0.2,35.81087599999955
00037.bpmn,false,13,0,0,0,4,5,0,0,1,25,1,5,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,17.986502000001565
00038.bpmn,false,15,0,0,0,4,3,1,1,3,27,3,5,0,1,0,0,0,0,211,70.33333333333333,"0.6113744075829384,0.25118483412322273,0.13744075829383887","0.27804107424960506,-0.08214849921011058,-0.19589257503949445",9.25185853854297e-18,"0,0,0","0,0,0",0,0,"2,1,0","1,1,1",1,1,22.31452800000079
00039.bpmn,false,7,0,0,13,2,0,2,2,1,9,3,3,0,6.666666666666667,0.3076923076923077,0.6923076923076923,1.2857142857142858,0,0,0,,,0,,,0,0,,,0,0,22.915788000000248
00040.bpmn,false,19,0,0,0,0,0,0,0,1,18,1,5,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,21.956936000000496
00041.bpmn,false,3,0,0,0,0,1,1,1,1,5,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,9.115869000001112
00042.bpmn,false,13,0,1,0,2,2,0,0,2,17,1,4,0.058823529411764705,0,0,0,0,4,0,0,,,0,,,0,0,,,0,0,20.466480999999476
00043.bpmn,false,9,0,0,1,2,2,3,3,2,18,2,3,0,3,0,1,0.1111111111111111,0,123,61.5,"0.5609756097560976,0.43902439024390244","0.060975609756097615,-0.06097560975609756",2.7755575615628914e-17,"0,0","0,0",0,0,"1,1","1,1",1,1,19.530125999999655
00044.bpmn,false,9,0,0,1,2,2,3,3,2,18,2,3,0,3,0,1,0.1111111111111111,0,123,61.5,"0.5609756097560976,0.43902439024390244","0.060975609756097615,-0.06097560975609756",2.7755575615628914e-17,"0,0","0,0",0,0,"1,1","1,1",1,1,47.97660700000051
00045.bpmn,true,13,0,0,0,1,1,0,0,1,16,1,3,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,17.033597999999984
00046.bpmn,false,15,0,0,0,4,3,1,1,3,27,3,5,0,1,0,0,0,0,211,70.33333333333333,"0.6113744075829384,0.25118483412322273,0.13744075829383887","0.27804107424960506,-0.08214849921011058,-0.19589257503949445",9.25185853854297e-18,"0,0,0","0,0,0",0,0,"2,1,0","1,1,1",1,1,69.23116400000072
00047.bpmn,false,15,0,0,0,4,3,1,1,3,27,3,5,0,1,0,0,0,0,211,70.33333333333333,"0.6113744075829384,0.25118483412322273,0.13744075829383887","0.27804107424960506,-0.08214849921011058,-0.19589257503949445",9.25185853854297e-18,"0,0,0","0,0,0",0,0,"2,1,0","1,1,1",1,1,48.31640899999911
00048.bpmn,false,17,0,0,3,9,4,0,0,3,37,3,2,0,0.3333333333333333,0.6666666666666666,0,0,0,267,89,"0.6928838951310862,0.23220973782771537,0.0749063670411985","0.35955056179775285,-0.10112359550561795,-0.2584269662921348",3.700743415417188e-17,"0,0,0","0,0,0",0,0,"0,1,0","0,0,1",0.3333333333333333,0.3333333333333333,46.89795099999901
00049.bpmn,false,15,0,0,0,4,3,1,1,3,27,3,5,0,1,0,0,0,0,211,70.33333333333333,"0.6113744075829384,0.25118483412322273,0.13744075829383887","0.27804107424960506,-0.08214849921011058,-0.19589257503949445",9.25185853854297e-18,"0,0,0","0,0,0",0,0,"2,1,0","1,1,1",1,1,24.698566999999457
00050.bpmn,true,9,0,0,0,1,1,0,0,1,12,1,3,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,15.805680999999822
00051.bpmn,false,14,0,0,0,3,1,0,0,1,21,1,3,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,28.27621900000122
00052.bpmn,true,9,0,0,0,2,1,0,0,1,14,1,3,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,14.2467400000005
00053.bpmn,false,14,0,0,0,4,1,0,0,1,17,2,0,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,16.27678999999989
00054.bpmn,false,2,0,0,6,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,,,0,,,0,0,,,0,0,8.498522999998386
00055.bpmn,false,15,0,0,0,4,3,1,1,3,27,3,5,0,1,0,0,0,0,211,70.33333333333333,"0.6113744075829384,0.25118483412322273,0.13744075829383887","0.27804107424960506,-0.08214849921011058,-0.19589257503949445",9.25185853854297e-18,"0,0,0","0,0,0",0,0,"2,1,0","1,1,1",1,1,32.35645099999965
00056.bpmn,false,6,0,0,0,2,1,1,1,1,12,1,3,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,11.727184999999736
00057.bpmn,true,7,0,0,1,1,1,0,0,1,10,1,2,0,0,0,1,0.14285714285714285,0,0,0,,,0,,,0,0,,,0,0,9.388404999999693
00058.bpmn,false,5,0,0,0,3,0,0,0,3,8,4,1,0,0.5,0,0,0,0,72,18,"0.1111111111111111,0.2777777777777778,0.5138888888888888,0.09722222222222222","-0.1388888888888889,0.02777777777777779,0.26388888888888884,-0.1527777777777778",-1.3877787807814457e-17,"0,0,0,0","0,0,0,0",0,0,"2,0,0,0","0,1,1,0",0.5,0.5,14.48693699999967
00059.bpmn,false,5,0,0,0,3,0,0,0,3,8,4,1,0,0.5,0,0,0,0,72,18,"0.1111111111111111,0.2777777777777778,0.5138888888888888,0.09722222222222222","-0.1388888888888889,0.02777777777777779,0.26388888888888884,-0.1527777777777778",-1.3877787807814457e-17,"0,0,0,0","0,0,0,0",0,0,"2,0,0,0","0,1,1,0",0.5,0.5,9.153148000001238
00060.bpmn,true,9,0,0,1,3,2,0,0,1,15,1,4,0,0,0,1,0.1111111111111111,0,0,0,,,0,,,0,0,,,0,0,12.274880000000849
00061.bpmn,false,4,0,0,0,0,3,6,6,1,13,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,11.247729000000618
00062.bpmn,false,3,0,0,4,0,5,4,4,1,12,0,0,0,0,0,1,1.3333333333333333,0,0,0,,,0,,,0,0,,,0,0,10.877810999998474
00063.bpmn,false,3,0,0,4,0,4,4,4,1,12,0,0,0,0,0,1,1.3333333333333333,0,0,0,,,0,,,0,0,,,0,0,14.328945999999632
00064.bpmn,false,5,0,0,0,0,0,1,1,1,7,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,5.550392000001011
00065.bpmn,false,10,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,7.12147300000106
00066.bpmn,false,3,0,0,4,0,4,4,4,1,12,0,0,0,0,0,1,1.3333333333333333,0,0,0,,,0,,,0,0,,,0,0,10.567825000000084
00067.bpmn,false,8,0,0,2,0,1,0,0,1,9,2,0,0,0,1,0,0,0,0,0,,,0,,,0,0,,,0,0,10.101042999998754
00068.bpmn,false,15,0,0,0,4,3,1,1,3,27,3,5,0,1,0,0,0,0,211,70.33333333333333,"0.6113744075829384,0.25118483412322273,0.13744075829383887","0.27804107424960506,-0.08214849921011058,-0.19589257503949445",9.25185853854297e-18,"0,0,0","0,0,0",0,0,"2,1,0","1,1,1",1,1,25.51409699999931
00069.bpmn,false,15,0,0,0,4,3,1,1,3,27,3,5,0,1,0,0,0,0,211,70.33333333333333,"0.6113744075829384,0.25118483412322273,0.13744075829383887","0.27804107424960506,-0.08214849921011058,-0.19589257503949445",9.25185853854297e-18,"0,0,0","0,0,0",0,0,"2,1,0","1,1,1",1,1,21.988131000001886
00070.bpmn,false,8,0,3,0,6,3,6,6,1,20,1,3,0.15,0,0,0,0,1,0,0,,,0,,,0,0,,,0,0,21.47476800000004
00071.bpmn,false,8,0,3,0,6,3,6,6,1,20,1,3,0.15,0,0,0,0,1,0,0,,,0,,,0,0,,,0,0,17.78525399999853
00072.bpmn,false,24,0,0,1,0,0,0,0,0,23,1,0,0,0,0,1,0.041666666666666664,0,0,0,,,0,,,0,0,,,0,0,18.43361200000072
00073.bpmn,false,6,0,0,2,0,1,0,0,1,7,2,0,0,0,1,0,0,0,0,0,,,0,,,0,0,,,0,0,7.228020999998989
00074.bpmn,false,2,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,8.308209999999235
00075.bpmn,false,3,0,0,0,0,1,0,0,1,4,0,2,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,4.337849000003189
00076.bpmn,false,9,0,0,1,2,2,3,3,2,18,2,3,0,3,0,1,0.1111111111111111,0,123,61.5,"0.5609756097560976,0.43902439024390244","0.060975609756097615,-0.06097560975609756",2.7755575615628914e-17,"0,0","0,0",0,0,"1,1","1,1",1,1,16.70144199999777
00077.bpmn,false,4,0,0,0,1,2,0,0,1,7,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,6.819318000001658
00078.bpmn,false,17,0,0,3,9,4,0,0,3,37,3,2,0,0.3333333333333333,0.6666666666666666,0,0,0,267,89,"0.6928838951310862,0.23220973782771537,0.0749063670411985","0.35955056179775285,-0.10112359550561795,-0.2584269662921348",3.700743415417188e-17,"0,0,0","0,0,0",0,0,"0,1,0","0,0,1",0.3333333333333333,0.3333333333333333,36.27674599999955
00079.bpmn,false,12,0,0,1,9,5,7,7,4,37,3,3,0,2.3333333333333335,0,0,0,0,260,86.66666666666667,"0.5307692307692308,0.3730769230769231,0.09615384615384616","0.19743589743589746,0.03974358974358977,-0.23717948717948717",1.850371707708594e-17,"0,0,0","0,0,0",0,0,"2,1,1","2,1,1",1.3333333333333333,1.3333333333333333,36.78393700000015
00080.bpmn,false,12,0,0,1,9,5,7,7,4,37,3,3,0,2.3333333333333335,0,0,0,0,260,86.66666666666667,"0.5307692307692308,0.3730769230769231,0.09615384615384616","0.19743589743589746,0.03974358974358977,-0.23717948717948717",1.850371707708594e-17,"0,0,0","0,0,0",0,0,"2,1,1","2,1,1",1.3333333333333333,1.3333333333333333,38.41711199999918
00081.bpmn,false,12,0,0,1,9,5,7,7,4,37,3,3,0,2.3333333333333335,0,0,0,0,260,86.66666666666667,"0.5307692307692308,0.3730769230769231,0.09615384615384616","0.19743589743589746,0.03974358974358977,-0.23717948717948717",1.850371707708594e-17,"0,0,0","0,0,0",0,0,"2,1,1","2,1,1",1.3333333333333333,1.3333333333333333,35.258405000000494
00082.bpmn,false,9,0,0,0,6,4,7,7,3,28,3,3,0,2,0,0,0,0,201,67,"0.5970149253731343,0.27860696517412936,0.12437810945273632","0.26368159203980096,-0.05472636815920395,-0.208955223880597",0,"0,0,0","0,0,0",0,0,"2,1,1","2,1,1",1.3333333333333333,1.3333333333333333,29.538509000001795
00083.bpmn,false,0,7,7,0,3,1,0,0,1,10,1,4,0.7,0,0,0,0,0.5714285714285714,0,0,,,0,,,0,0,,,0,0,11.200189999999566
00084.bpmn,false,4,0,0,0,2,2,0,0,1,10,1,3,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,8.75479500000074
00085.bpmn,false,11,0,0,0,2,5,0,0,1,20,1,4,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,19.817120000003342
00086.bpmn,false,6,0,0,0,1,2,0,0,2,10,2,0,0,1,0,0,0,0,86,43,"0.6627906976744186,0.3372093023255814","0.16279069767441856,-0.16279069767441862",-2.7755575615628914e-17,"0,0","0,0",0,0,"1,1","1,1",1,1,11.286030000002938
00087.bpmn,false,4,1,1,2,0,1,0,0,1,6,2,0,0.16666666666666666,0,1,0,0,0,0,0,,,0,,,0,0,,,0,0,7.346685000000434
00088.bpmn,false,4,0,0,0,1,2,0,0,1,7,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,6.911942999999155
00089.bpmn,false,4,0,0,0,1,2,0,0,1,7,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,8.717022999997425
00090.bpmn,false,16,0,0,4,1,0,0,0,1,18,1,3,0,0,0.5,0.5,0.125,0,0,0,,,0,,,0,0,,,0,0,21.992253000000346
00091.bpmn,false,5,0,0,0,4,3,1,1,1,14,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,12.221716000000015
00092.bpmn,false,13,0,0,0,4,2,1,1,2,24,2,5,0,1.5,0,0,0,0,0,0,,,0,,,0,0,,,0,0,23.30263699999705
00093.bpmn,false,4,0,0,0,1,0,0,0,0,4,1,2,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,5.192706999998336
00094.bpmn,false,3,0,0,2,1,2,0,0,1,6,1,2,0,0,0.5,0.5,0.3333333333333333,0,0,0,,,0,,,0,0,,,0,0,9.806230999998661
00095.bpmn,false,9,0,0,1,2,2,3,3,2,18,2,3,0,3,0,1,0.1111111111111111,0,123,61.5,"0.5609756097560976,0.43902439024390244","0.060975609756097615,-0.06097560975609756",2.7755575615628914e-17,"0,0","0,0",0,0,"1,1","1,1",1,1,19.812889999997424
00096.bpmn,false,13,0,1,0,2,2,0,0,2,17,1,4,0.058823529411764705,0,0,0,0,4,0,0,,,0,,,0,0,,,0,0,19.976956999998947
00097.bpmn,false,6,0,0,14,0,0,0,0,0,1,0,0,0,0,0.7142857142857143,0.2857142857142857,0.6666666666666666,0,0,0,,,0,,,0,0,,,0,0,9.19821199999933
00098.bpmn,false,6,0,0,5,0,0,0,0,0,5,0,0,0,0,0.6,0.4,0.3333333333333333,0,0,0,,,0,,,0,0,,,0,0,7.506744000002072
00099.bpmn,false,15,0,0,0,4,3,1,1,3,28,3,5,0,1,0,0,0,0,214,71.33333333333333,"0.616822429906542,0.24766355140186916,0.13551401869158877","0.2834890965732087,-0.08566978193146416,-0.19781931464174454",0,"0,0,0","0,0,0",0,0,"2,1,0","1,1,1",1,1,26.14201200000025
00100.bpmn,false,17,0,0,4,9,4,0,0,3,37,3,2,0,0.3333333333333333,0.5,0,0,0,267,89,"0.6928838951310862,0.23220973782771537,0.0749063670411985","0.35955056179775285,-0.10112359550561795,-0.2584269662921348",3.700743415417188e-17,"0,0,0","0,0,0",0,0,"0,1,0","0,0,1",0.3333333333333333,0.3333333333333333,33.37469200000123
00101.bpmn,false,4,0,0,0,1,2,0,0,1,7,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,12.23969500000021
00102.bpmn,false,8,0,0,0,0,2,0,0,2,10,2,0,0,2,0,0,0,0,94,47,"0.5,0.5","0,0",0,"0,0","0,0",0,0,"1,1","1,1",1,1,13.411392000001797
00103.bpmn,false,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,,,0,,,0,0,,,0,0,10.439878000001045
00104.bpmn,false,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,2.0333390000014333
00105.bpmn,false,3,0,1,0,1,0,0,0,1,5,1,0,0.2,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,4.833941000000777
00106.bpmn,false,8,0,0,0,2,3,2,2,1,13,1,3,0,4,0,0,0,0,119,119,1,0,0,0,0,0,0,1,1,1,1,12.992952999997215
00107.bpmn,false,3,5,5,0,1,0,0,0,4,12,2,0,0.4166666666666667,1,0,0,0,0,0,0,,,0,,,0,0,,,0,0,11.274135999999999
00108.bpmn,false,10,0,0,0,5,1,0,0,1,22,0,4,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,15.07170799999949
00109.bpmn,false,14,0,0,0,1,2,0,0,1,33,0,2,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,20.164338999999018
00110.bpmn,false,3,0,0,0,0,1,0,0,1,4,0,2,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,4.136893999999302
00111.bpmn,false,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,0.9892300000028627
00112.bpmn,false,15,0,0,0,2,2,0,0,1,29,0,2,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,16.350970999999845
00113.bpmn,false,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,2.0529480000004696
00114.bpmn,false,15,0,0,0,4,3,1,1,3,27,3,5,0,1,0,0,0,0,211,70.33333333333333,"0.6113744075829384,0.25118483412322273,0.13744075829383887","0.27804107424960506,-0.08214849921011058,-0.19589257503949445",9.25185853854297e-18,"0,0,0","0,0,0",0,0,"2,1,0","1,1,1",1,1,33.17969399999856
00115.bpmn,false,15,0,0,0,4,3,1,1,3,27,3,5,0,1,0,0,0,0,211,70.33333333333333,"0.6113744075829384,0.25118483412322273,0.13744075829383887","0.27804107424960506,-0.08214849921011058,-0.19589257503949445",9.25185853854297e-18,"0,0,0","0,0,0",0,0,"2,1,0","1,1,1",1,1,25.374281000000337
00116.bpmn,false,15,0,0,28,3,3,0,0,2,22,1,2,0,0,0.5,0.5,0.9333333333333333,0,0,0,,,0,,,0,0,,,0,0,33.40602999999828
00117.bpmn,false,14,0,0,0,0,1,0,0,1,12,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,11.749748999998701
00118.bpmn,false,12,0,0,0,0,1,0,0,2,9,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,9.271962999999232
00119.bpmn,false,9,0,0,0,0,1,0,0,1,8,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,8.094223000000056
00120.bpmn,false,9,0,0,0,4,2,0,0,1,17,1,4,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,14.483441000000312
00121.bpmn,false,11,0,0,0,4,1,7,7,1,19,2,0,0,4,0,0,0,0,161,80.5,"0.36645962732919257,0.6335403726708074","-0.13354037267080743,0.13354037267080743",0,"0,0","0,0",0,0,"1,1","1,1",1,1,20.643496000000596
00122.bpmn,false,4,0,0,0,1,2,0,0,1,7,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,7.068803999998636
00123.bpmn,false,13,0,0,0,0,1,1,1,1,18,1,5,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,13.831781999997474
00124.bpmn,false,15,0,0,0,4,3,1,1,3,27,3,5,0,1,0,0,0,0,211,70.33333333333333,"0.6113744075829384,0.25118483412322273,0.13744075829383887","0.27804107424960506,-0.08214849921011058,-0.19589257503949445",9.25185853854297e-18,"0,0,0","0,0,0",0,0,"2,1,0","1,1,1",1,1,30.54521300000124
00125.bpmn,false,5,0,0,0,3,2,1,1,1,12,1,2,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,9.427052999999432
00126.bpmn,false,5,0,0,0,3,2,1,1,1,12,1,2,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,9.53939999999784
00127.bpmn,false,10,0,0,1,9,4,2,2,2,21,2,2,0,0,0,1,0.1,0,0,0,,,0,,,0,0,,,0,0,17.253811999999016
00128.bpmn,false,9,0,0,0,5,2,1,1,1,20,1,3,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,14.710230000000593
00129.bpmn,false,10,0,0,1,9,4,2,2,2,21,2,2,0,0,0,1,0.1,0,0,0,,,0,,,0,0,,,0,0,21.560398999998142
00130.bpmn,false,15,0,0,0,4,3,1,1,3,27,3,5,0,1,0,0,0,0,211,70.33333333333333,"0.6113744075829384,0.25118483412322273,0.13744075829383887","0.27804107424960506,-0.08214849921011058,-0.19589257503949445",9.25185853854297e-18,"0,0,0","0,0,0",0,0,"2,1,0","1,1,1",1,1,29.26910399999906
00131.bpmn,false,4,0,0,0,1,2,0,0,1,7,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,8.089167999998608
