"fileName","modelIsValidBPMN","applicationDomain","modelTNT","modelTNCS","modelTNA","modelTNDO","modelTNG","modelTNEE","modelTNIE","modelTNSE","modelTNE","modelTNSF","modelNP","modelNL","modelCLA","modelCLP","modelPDOPin","modelPDOPout","modelPDOTOut","modelPLT","tapeGU","tapeALU","tapeRLU","tapeLUB","tapeAvgLUB","tapeDI","tapeDD","tapeAvgDI","tapeAvgDD","tapeMI","tapeMD","tapeAvgMI","tapeAvgMD","tapeExecutionTimeMs","endEventRequiredErrors","startEventRequiredErrors","fakeJoinErrors","noDisconnectedErrors","superfluousGatewayErrors","subProcessBlankStartEventErrors","noGatewayJoinForkErrors","noImplicitSplitErrors","noInclusiveGatewayErrors","conditionalFlowErrors"
"00098.bpmn","false","","6","0","6","5","0","0","0","0","0","5","0","0","1.2","0","0.6","0.4","0.3333333333333333","0","0","0","","","0","","","0","0","","","0","0","7.2349580000009155","1","1","0","0","0","0","0","0","0","0"
"00099.bpmn","false","Customer Service","15","0","15","0","4","3","1","1","3","28","3","5","0.5357142857142857","1","0","0","0","0.3333333333333333","214","71.33333333333333","0.616822429906542,0.24766355140186916,0.13551401869158877","0.2834890965732087,-0.08566978193146416,-0.19781931464174454","0","0,0,0","0,0,0","0","0","2,1,0","1,1,1","1","1","29.508928999999625","0","0","4","0","0","0","0","0","0","0"
"00100.bpmn","false","","17","0","17","4","9","4","0","0","3","37","3","2","0.4594594594594595","0.3333333333333333","0.5","0","0","0.11764705882352941","267","89","0.6928838951310862,0.23220973782771537,0.0749063670411985","0.35955056179775285,-0.10112359550561795,-0.2584269662921348","0.00000000000000003700743415417188","0,0,0","0,0,0","0","0","0,1,0","0,0,1","0.3333333333333333","0.3333333333333333","34.287114999999176","0","0","4","0","0","0","0","0","0","5"
"00101.bpmn","false","","4","0","4","0","1","2","0","0","1","7","0","0","0.5714285714285714","0","0","0","0","0","0","0","","","0","","","0","0","","","0","0","11.03342899999916","0","0","0","0","0","0","0","0","0","0"
"00102.bpmn","false","Healthcare","8","0","8","0","0","2","0","0","2","10","2","0","0.8","2","0","0","0","0","94","47","0.5,0.5","0,0","0","0,0","0,0","0","0","1,1","1,1","1","1","12.623136000001978","0","0","0","0","0","0","0","0","0","0"
"00103.bpmn","false","","0","0","1","2","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","","","0","","","0","0","","","0","0","2.690905000003113","1","1","0","0","0","0","0","0","0","0"
"00104.bpmn","false","","2","0","2","0","0","1","0","0","0","1","0","1","2","0","0","0","0","0.5","0","0","","","0","","","0","0","","","0","0","1.941451999999117","0","1","0","0","0","0","0","0","0","0"
"00105.bpmn","false","","3","0","4","0","1","0","0","0","1","5","1","0","0.8","0","0","0","0","0","0","0","","","0","","","0","0","","","0","0","4.186539999998786","1","0","0","0","0","0","0","0","0","0"
"00106.bpmn","false","","8","0","8","0","2","3","2","2","1","13","1","3","0.6153846153846154","4","0","0","0","0.375","119","119","1","0","0","0","0","0","0","1","1","1","1","12.650815999997576","0","0","0","1","0","0","0","0","0","0"
"00107.bpmn","false","","3","5","8","0","1","0","0","0","4","12","2","0","0.6666666666666666","1","0","0","0","0","0","0","","","0","","","0","0","","","0","0","13.14578800000163","7","5","0","0","1","0","0","0","0","0"
"00108.bpmn","false","","10","0","10","0","5","1","0","0","1","22","0","4","0.45454545454545453","0","0","0","0","0.4","0","0","","","0","","","0","0","","","0","0","14.902995000000374","0","0","5","0","0","0","0","1","1","0"
"00109.bpmn","false","","14","0","14","0","1","2","0","0","1","33","0","2","0.42424242424242425","0","0","0","0","0.14285714285714285","0","0","","","0","","","0","0","","","0","0","16.664716000002954","0","0","6","0","0","0","0","8","0","0"
"00110.bpmn","false","","3","0","3","0","0","1","0","0","1","4","0","2","0.75","0","0","0","0","0.6666666666666666","0","0","","","0","","","0","0","","","0","0","3.7927080000008573","0","0","0","0","0","0","0","0","0","0"
"00111.bpmn","false","","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","0","","","0","0","","","0","0","1.1482099999993807","1","1","0","0","0","0","0","0","0","0"
"00112.bpmn","false","","15","0","15","0","2","2","0","0","1","29","0","2","0.5172413793103449","0","0","0","0","0.13333333333333333","0","0","","","0","","","0","0","","","0","0","19.885291999999026","0","0","4","0","0","0","0","5","0","0"
"00113.bpmn","false","","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","","","0","","","0","0","","","0","0","1.483657000000676","1","1","0","0","0","0","0","0","0","0"
"00114.bpmn","true","","15","0","15","0","4","3","1","1","3","27","3","5","0.5555555555555556","1","0","0","0","0.3333333333333333","211","70.33333333333333","0.6113744075829384,0.25118483412322273,0.13744075829383887","0.27804107424960506,-0.08214849921011058,-0.19589257503949445","0.00000000000000000925185853854297","0,0,0","0,0,0","0","0","2,1,0","1,1,1","1","1","22.4893570000022","0","0","3","0","0","0","0","0","0","0"
"00115.bpmn","true","","15","0","15","0","4","3","1","1","3","27","3","5","0.5555555555555556","1","0","0","0","0.3333333333333333","211","70.33333333333333","0.6113744075829384,0.25118483412322273,0.13744075829383887","0.27804107424960506,-0.08214849921011058,-0.19589257503949445","0.00000000000000000925185853854297","0,0,0","0,0,0","0","0","2,1,0","1,1,1","1","1","24.856078000000707","0","0","3","0","0","0","0","0","0","0"
"00116.bpmn","false","","15","0","15","28","3","3","0","0","2","22","1","2","0.6818181818181818","0","0.5","0.5","0.9333333333333333","0.13333333333333333","0","0","","","0","","","0","0","","","0","0","27.49240600000121","0","0","0","0","0","0","0","0","0","0"
"00117.bpmn","false","","14","0","14","0","0","1","0","0","1","12","0","0","1.1666666666666667","0","0","0","0","0","0","0","","","0","","","0","0","","","0","0","9.996051999998599","0","0","2","6","0","0","0","3","0","0"
"00118.bpmn","false","","12","0","12","0","0","1","0","0","2","9","0","0","1.3333333333333333","0","0","0","0","0","0","0","","","0","","","0","0","","","0","0","17.167214000000968","0","0","1","6","0","0","0","1","0","0"
"00119.bpmn","false","","9","0","9","0","0","1","0","0","1","8","0","0","1.125","0","0","0","0","0","0","0","","","0","","","0","0","","","0","0","14.757225000001199","0","0","0","2","0","0","0","0","0","0"
"00120.bpmn","true","","9","0","9","0","4","2","0","0","1","17","1","4","0.5294117647058824","0","0","0","0","0.4444444444444444","0","0","","","0","","","0","0","","","0","0","13.711804999999003","0","0","1","0","0","0","0","0","0","0"
"00121.bpmn","false","","11","0","11","0","4","1","7","7","1","19","2","0","0.5789473684210527","4","0","0","0","0","161","80.5","0.36645962732919257,0.6335403726708074","-0.13354037267080743,0.13354037267080743","0","0,0","0,0","0","0","1,1","1,1","1","1","18.262055999999575","1","1","1","1","0","0","0","0","0","0"
"00122.bpmn","false","","4","0","4","0","1","2","0","0","1","7","0","0","0.5714285714285714","0","0","0","0","0","0","0","","","0","","","0","0","","","0","0","7.472565000000031","0","0","0","0","0","0","0","0","0","0"
"00123.bpmn","false","","13","0","13","0","0","1","1","1","1","18","1","5","0.7222222222222222","0","0","0","0","0.38461538461538464","0","0","","","0","","","0","0","","","0","0","12.563036999999895","0","0","2","0","0","0","0","4","0","0"
"00124.bpmn","true","","15","0","15","0","4","3","1","1","3","27","3","5","0.5555555555555556","1","0","0","0","0.3333333333333333","211","70.33333333333333","0.6113744075829384,0.25118483412322273,0.13744075829383887","0.27804107424960506,-0.08214849921011058,-0.19589257503949445","0.00000000000000000925185853854297","0,0,0","0,0,0","0","0","2,1,0","1,1,1","1","1","20.92256400000042","0","0","3","0","0","0","0","0","0","0"
"00125.bpmn","true","","5","0","5","0","3","2","1","1","1","12","1","2","0.4166666666666667","0","0","0","0","0.4","0","0","","","0","","","0","0","","","0","0","9.430920000002516","0","0","1","0","0","0","0","0","0","0"
"00126.bpmn","true","","5","0","5","0","3","2","1","1","1","12","1","2","0.4166666666666667","0","0","0","0","0.4","0","0","","","0","","","0","0","","","0","0","14.288008999999875","0","0","1","0","0","0","0","0","0","0"
"00127.bpmn","false","","10","0","10","1","9","4","2","2","2","21","2","2","0.47619047619047616","0","0","1","0.1","0.2","0","0","","","0","","","0","0","","","0","0","17.437654000001203","0","0","1","6","0","0","0","2","0","0"
"00128.bpmn","false","","9","0","9","0","5","2","1","1","1","20","1","3","0.45","0","0","0","0","0.3333333333333333","0","0","","","0","","","0","0","","","0","0","14.227570000002743","0","0","2","0","0","0","1","0","0","0"
"00129.bpmn","false","","10","0","10","1","9","4","2","2","2","21","2","2","0.47619047619047616","0","0","1","0.1","0.2","0","0","","","0","","","0","0","","","0","0","20.975705000000744","0","0","1","6","0","0","0","2","0","0"
"00130.bpmn","true","","15","0","15","0","4","3","1","1","3","27","3","5","0.5555555555555556","1","0","0","0","0.3333333333333333","211","70.33333333333333","0.6113744075829384,0.25118483412322273,0.13744075829383887","0.27804107424960506,-0.08214849921011058,-0.19589257503949445","0.00000000000000000925185853854297","0,0,0","0,0,0","0","0","2,1,0","1,1,1","1","1","20.30493800000113","0","0","3","0","0","0","0","0","0","0"
"00131.bpmn","false","","4","0","4","0","1","2","0","0","1","7","0","0","0.5714285714285714","0","0","0","0","0","0","0","","","0","","","0","0","","","0","0","7.200306999999157","0","0","0","0","0","0","0","0","0","0"
"00132.bpmn","true","","12","0","12","0","3","4","3","3","1","22","1","2","0.5454545454545454","1","0","0","0","0.16666666666666666","156","156","1","0","0","0","0","0","0","1","1","1","1","25.096700999998575","0","0","1","0","0","0","0","0","0","0"
"00133.bpmn","false","","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","0","","","0","0","","","0","0","1.4049790000026405","1","1","0","0","0","0","0","0","0","0"
"00134.bpmn","false","","17","0","17","3","9","4","0","0","3","37","3","2","0.4594594594594595","0.3333333333333333","0.6666666666666666","0","0","0.11764705882352941","267","89","0.6928838951310862,0.23220973782771537,0.0749063670411985","0.35955056179775285,-0.10112359550561795,-0.2584269662921348","0.00000000000000003700743415417188","0,0,0","0,0,0","0","0","0,1,0","0,0,1","0.3333333333333333","0.3333333333333333","26.185129999998026","0","0","4","0","0","0","0","0","0","5"
"00135.bpmn","false","","5","0","5","2","1","1","0","0","1","9","0","0","0.5555555555555556","0","0","1","0.4","0","0","0","","","0","","","0","0","","","0","0","7.721009000000777","0","0","1","1","0","0","1","1","0","0"
"00136.bpmn","false","","17","0","17","3","9","4","0","0","3","37","3","2","0.4594594594594595","0.3333333333333333","0.6666666666666666","0","0","0.11764705882352941","267","89","0.6928838951310862,0.23220973782771537,0.0749063670411985","0.35955056179775285,-0.10112359550561795,-0.2584269662921348","0.00000000000000003700743415417188","0,0,0","0,0,0","0","0","0,1,0","0,0,1","0.3333333333333333","0.3333333333333333","26.283777000000555","0","0","4","0","0","0","0","0","0","5"
"00137.bpmn","false","","10","0","10","12","4","0","0","0","7","17","2","0","0.5882352941176471","0.5","0.5","0.5","0.6","0","139","69.5","0.49640287769784175,0.5035971223021583","-0.003597122302158251,0.003597122302158251","0","0,0","0,0","0","0","1,0","0,1","0.5","0.5","19.020431999997527","2","0","0","2","0","0","0","0","0","0"
"00138.bpmn","false","","4","0","4","0","1","0","0","0","3","6","2","0","0.6666666666666666","1","0","0","0","0","48","24","0.375,0.625","-0.125,0.125","0","0,0","0,0","0","0","1,1","1,1","1","1","6.389732999999978","2","0","0","0","0","0","0","0","0","0"
"00139.bpmn","false","","3","0","3","0","0","0","0","0","1","2","2","0","1.5","1","0","0","0","0","0","0","","","0","","","0","0","","","0","0","3.537256999999954","2","1","0","1","0","0","0","0","0","0"
"00140.bpmn","false","","8","0","8","3","2","0","0","0","2","10","2","0","0.8","1","1","0","0","0","78","39","0.5897435897435898,0.41025641025641024","0.08974358974358976,-0.08974358974358976","0","0,0","0,0","0","0","0,1","1,0","0.5","0.5","10.733156000002054","2","0","0","0","0","0","0","0","0","0"
"00141.bpmn","false","","10","0","10","3","4","0","0","0","4","16","2","0","0.625","1","1","0","0","0","116","58","0.39655172413793105,0.603448275862069","-0.10344827586206895,0.10344827586206895","0","0,0","0,0","0","0","1,0","0,1","0.5","0.5","16.829617999999755","2","0","0","0","0","0","0","0","0","0"
"00142.bpmn","false","","14","0","14","11","6","0","0","0","6","23","2","0","0.6086956521739131","1.5","0.6363636363636364","0.36363636363636365","0.2857142857142857","0","0","0","","","0","","","0","0","","","0","0","24.703471000000718","2","0","1","1","0","0","0","0","0","0"
"00143.bpmn","false","","4","0","4","0","0","0","0","0","3","5","2","0","0.8","1","0","0","0","0","43","21.5","0.5813953488372093,0.4186046511627907","0.08139534883720934,-0.08139534883720928","0.000000000000000027755575615628914","0,0","0,0","0","0","1,1","1,1","1","1","5.836254999998346","2","0","1","0","0","0","0","0","0","0"
"00144.bpmn","false","","17","0","17","13","7","0","0","0","7","29","2","0","0.5862068965517241","1","0.6153846153846154","0.38461538461538464","0.29411764705882354","0","218","109","0.555045871559633,0.44495412844036697","0.05504587155963303,-0.05504587155963303","0","0,0","0,0","0","0","1,1","1,1","1","1","26.117214999998396","2","0","1","2","0","0","0","0","0","0"
"00145.bpmn","true","","15","0","15","0","4","3","1","1","3","27","3","5","0.5555555555555556","1","0","0","0","0.3333333333333333","211","70.33333333333333","0.6113744075829384,0.25118483412322273,0.13744075829383887","0.27804107424960506,-0.08214849921011058,-0.19589257503949445","0.00000000000000000925185853854297","0,0,0","0,0,0","0","0","2,1,0","1,1,1","1","1","31.712726000001567","0","0","3","0","0","0","0","0","0","0"
"00146.bpmn","false","","6","0","6","1","2","0","1","1","1","10","2","0","0.6","2.5","0","1","0.16666666666666666","0","0","0","","","0","","","0","0","","","0","0","13.27487199999814","2","1","1","0","0","0","0","0","0","0"
"00147.bpmn","false","","15","0","15","0","5","1","0","0","1","26","0","0","0.5769230769230769","0","0","0","0","0","0","0","","","0","","","0","0","","","0","0","15.58122199999707","0","0","0","0","0","0","1","0","0","0"
"00148.bpmn","false","","15","0","15","0","5","1","0","0","1","26","0","0","0.5769230769230769","0","0","0","0","0","0","0","","","0","","","0","0","","","0","0","15.251970999997866","0","0","0","0","0","0","1","0","0","0"
"00149.bpmn","false","","15","0","15","0","5","1","0","0","1","26","0","0","0.5769230769230769","0","0","0","0","0","0","0","","","0","","","0","0","","","0","0","16.037363000003097","0","0","0","0","0","0","1","0","0","0"
"00150.bpmn","true","","15","0","15","0","4","3","1","1","3","27","3","5","0.5555555555555556","1","0","0","0","0.3333333333333333","211","70.33333333333333","0.6113744075829384,0.25118483412322273,0.13744075829383887","0.27804107424960506,-0.08214849921011058,-0.19589257503949445","0.00000000000000000925185853854297","0,0,0","0,0,0","0","0","2,1,0","1,1,1","1","1","24.992244000000937","0","0","3","0","0","0","0","0","0","0"
"00151.bpmn","false","","9","0","9","1","2","2","3","3","2","18","2","3","0.5","3","0","1","0.1111111111111111","0.3333333333333333","123","61.5","0.5609756097560976,0.43902439024390244","0.060975609756097615,-0.06097560975609756","0.000000000000000027755575615628914","0,0","0,0","0","0","1,1","1,1","1","1","16.067657999999938","0","0","1","0","0","0","1","0","0","0"
"00152.bpmn","false","","16","0","16","0","5","3","1","1","3","27","4","6","0.5925925925925926","0.75","0","0","0","0.375","221","55.25","0.5248868778280543,0.2398190045248869,0.13122171945701358,0.10407239819004525","0.2748868778280543,-0.010180995475113114,-0.11877828054298642,-0.14592760180995473","0.000000000000000020816681711721685","0,0,0,0","0,0,0,0","0","0","2,1,0,0","1,1,1,0","0.75","0.75","27.335333999995783","1","1","2","1","1","0","0","0","0","0"
"00153.bpmn","true","","15","0","15","0","4","3","1","1","3","27","3","5","0.5555555555555556","1","0","0","0","0.3333333333333333","211","70.33333333333333","0.6113744075829384,0.25118483412322273,0.13744075829383887","0.27804107424960506,-0.08214849921011058,-0.19589257503949445","0.00000000000000000925185853854297","0,0,0","0,0,0","0","0","2,1,0","1,1,1","1","1","20.251799999998184","0","0","3","0","0","0","0","0","0","0"
